 [STATUS] 	Installation started 9/15/2022 2:56:29 PM...
 [Install] 	Modifying GFF file tar05_pile_dlg.dlg...
 [Install] 	Finished updating GFF file "tar05_pile_dlg.dlg" in "modules\tar_m05ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "tar05_pile_dlg.dlg" in archive "tar_m05ab.mod".
 [Install] 	GFF FILE: m05ab.git and m05ab.git.
 [Install] 	GFF FILE: m05ab.git and m05ab.git.
 [Install] 	GFF Check: 1_m05ab.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tar_m05ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m05ab.git m05ab.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m05ab..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m05ab.git" already exists in archive "tar_m05ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m05ab.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m05ab.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m05ab.git...
 [Install] 	Added new field to GFF file m05ab.git...
 [Install] 	Finished updating GFF file "m05ab.git" in "modules\tar_m05ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m05ab.git" in archive "tar_m05ab.mod".
 [Install] 	GFF FILE: tar05_corpsepile.utp and tar05_corpsepile.utp.
 [Install] 	GFF FILE: tar05_corpsepile.utp and tar05_corpsepile.utp.
 [Install] 	GFF Check: 1_tar05_corpsepile.utp.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tar_m05ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_tar05_corpsepile.utp tar05_corpsepile.utp..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utp and utp.
 [Install] 	GFF Check: Special_tar05_corpsepile..utp  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "tar05_corpsepile.utp" already exists in archive "tar_m05ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\tar05_corpsepile.utp.
 [Install] 	GFF File result: True.
 [Install] 	GFF File tar05_corpsepile.utp does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file tar05_corpsepile.utp...
 [Install] 	Finished updating GFF file "tar05_corpsepile.utp" in "modules\tar_m05ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "tar05_corpsepile.utp" in archive "tar_m05ab.mod".
 [Install] 	GFF FILE: kor37_bridge1.utc and kor37_bridge1.utc.
 [Install] 	GFF FILE: kor37_bridge1.utc and kor37_bridge1.utc.
 [Install] 	GFF Check: 1_kor37_bridge1.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m37aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_kor37_bridge1.utc kor37_bridge1.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_kor37_bridge1..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "kor37_bridge1.utc" already exists in archive "korr_m37aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\kor37_bridge1.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File kor37_bridge1.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file kor37_bridge1.utc...
 [Install] 	Finished updating GFF file "kor37_bridge1.utc" in "modules\korr_m37aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "kor37_bridge1.utc" in archive "korr_m37aa.mod".
 [Install] 	GFF FILE: kor37_bridge2.utc and kor37_bridge2.utc.
 [Install] 	GFF FILE: kor37_bridge2.utc and kor37_bridge2.utc.
 [Install] 	GFF Check: 1_kor37_bridge2.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m37aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_kor37_bridge2.utc kor37_bridge2.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_kor37_bridge2..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "kor37_bridge2.utc" already exists in archive "korr_m37aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\kor37_bridge2.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File kor37_bridge2.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file kor37_bridge2.utc...
 [Install] 	Finished updating GFF file "kor37_bridge2.utc" in "modules\korr_m37aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "kor37_bridge2.utc" in archive "korr_m37aa.mod".
 [Install] 	GFF FILE: kor37_bridge3.utc and kor37_bridge3.utc.
 [Install] 	GFF FILE: kor37_bridge3.utc and kor37_bridge3.utc.
 [Install] 	GFF Check: 1_kor37_bridge3.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m37aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_kor37_bridge3.utc kor37_bridge3.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_kor37_bridge3..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "kor37_bridge3.utc" already exists in archive "korr_m37aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\kor37_bridge3.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File kor37_bridge3.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file kor37_bridge3.utc...
 [Install] 	Finished updating GFF file "kor37_bridge3.utc" in "modules\korr_m37aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "kor37_bridge3.utc" in archive "korr_m37aa.mod".
 [Install] 	GFF FILE: kor37_bridge4.utc and kor37_bridge4.utc.
 [Install] 	GFF FILE: kor37_bridge4.utc and kor37_bridge4.utc.
 [Install] 	GFF Check: 1_kor37_bridge4.utc.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m37aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_kor37_bridge4.utc kor37_bridge4.utc..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utc and utc.
 [Install] 	GFF Check: Special_kor37_bridge4..utc  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "kor37_bridge4.utc" already exists in archive "korr_m37aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\kor37_bridge4.utc.
 [Install] 	GFF File result: True.
 [Install] 	GFF File kor37_bridge4.utc does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file kor37_bridge4.utc...
 [Install] 	Finished updating GFF file "kor37_bridge4.utc" in "modules\korr_m37aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "kor37_bridge4.utc" in archive "korr_m37aa.mod".
 [Install] 	GFF FILE: man26_gonto.dlg and man26_gonto.dlg.
 [Install] 	GFF FILE: man26_gonto.dlg and man26_gonto.dlg.
 [Install] 	GFF Check: 1_man26_gonto.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm26aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_man26_gonto.dlg man26_gonto.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_man26_gonto..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "man26_gonto.dlg" already exists in archive "manm26aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\man26_gonto.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File man26_gonto.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file man26_gonto.dlg...
 [Install] 	Added new field to GFF file man26_gonto.dlg...
 [Install] 	Added new field to GFF file man26_gonto.dlg...
 [Install] 	Added new field to GFF file man26_gonto.dlg...
 [Install] 	Added new field to GFF file man26_gonto.dlg...
 [Install] 	Finished updating GFF file "man26_gonto.dlg" in "modules\manm26aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "man26_gonto.dlg" in archive "manm26aa.mod".
 [Install] 	GFF FILE: STUNT_50a_m01aa_c02.dlg and m01aa_c02.dlg.
 [Install] 	GFF FILE: STUNT_50a_m01aa_c02.dlg and m01aa_c02.dlg.
 [Install] 	GFF Check: 1_m01aa_c02.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\STUNT_50a.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m01aa_c02.dlg m01aa_c02.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_m01aa_c02..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m01aa_c02.dlg" already exists in archive "STUNT_50a.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m01aa_c02.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m01aa_c02.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m01aa_c02.dlg...
 [Install] 	Finished updating GFF file "m01aa_c02.dlg" in "modules\STUNT_50a.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m01aa_c02.dlg" in archive "STUNT_50a.mod".
 [Install] 	GFF FILE: tar10_elevcar001.uti and tar10_elevcar001.uti.
 [Install] 	GFF FILE: tar10_elevcar001.uti and tar10_elevcar001.uti.
 [Install] 	GFF Check: 1_tar10_elevcar001.uti.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tar_m10aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_tar10_elevcar001.uti tar10_elevcar001.uti..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .uti and uti.
 [Install] 	GFF Check: Special_tar10_elevcar001..uti  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "tar10_elevcar001.uti" already exists in archive "tar_m10aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\tar10_elevcar001.uti.
 [Install] 	GFF File result: True.
 [Install] 	GFF File tar10_elevcar001.uti does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file tar10_elevcar001.uti...
 [Install] 	Finished updating GFF file "tar10_elevcar001.uti" in "modules\tar_m10aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "tar10_elevcar001.uti" in archive "tar_m10aa.mod".
 [Install] 	GFF FILE: STUNT_50a_stunt_endbridge.git and stunt_endbridge.git.
 [Install] 	GFF FILE: STUNT_50a_stunt_endbridge.git and stunt_endbridge.git.
 [Install] 	GFF Check: 1_stunt_endbridge.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\STUNT_50a.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_stunt_endbridge.git stunt_endbridge.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_stunt_endbridge..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "stunt_endbridge.git" already exists in archive "STUNT_50a.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\stunt_endbridge.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File stunt_endbridge.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file stunt_endbridge.git...
 [Install] 	Added new field to GFF file stunt_endbridge.git...
 [Install] 	Finished updating GFF file "stunt_endbridge.git" in "modules\STUNT_50a.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "stunt_endbridge.git" in archive "STUNT_50a.mod".
 [Install] 	GFF FILE: tar_m02aa_tar02_messenger.dlg and tar02_messenger.dlg.
 [Install] 	GFF FILE: tar_m02aa_tar02_messenger.dlg and tar02_messenger.dlg.
 [Install] 	GFF Check: 1_tar02_messenger.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tar_m02aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_tar02_messenger.dlg tar02_messenger.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_tar02_messenger..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "tar02_messenger.dlg" already exists in archive "tar_m02aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\tar02_messenger.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File tar02_messenger.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file tar02_messenger.dlg...
 [Install] 	Finished updating GFF file "tar02_messenger.dlg" in "modules\tar_m02aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "tar02_messenger.dlg" in archive "tar_m02aa.mod".
 [Install] 	GFF FILE: tat17_10greet_01.dlg and tat17_10greet_01.dlg.
 [Install] 	GFF FILE: tat17_10greet_01.dlg and tat17_10greet_01.dlg.
 [Install] 	GFF Check: 1_tat17_10greet_01.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tat_m17ag.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_tat17_10greet_01.dlg tat17_10greet_01.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_tat17_10greet_01..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "tat17_10greet_01.dlg" already exists in archive "tat_m17ag.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\tat17_10greet_01.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File tat17_10greet_01.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file tat17_10greet_01.dlg...
 [Install] 	Finished updating GFF file "tat17_10greet_01.dlg" in "modules\tat_m17ag.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "tat17_10greet_01.dlg" in archive "tat_m17ag.mod".
 [Install] 	GFF FILE: kas24aa_cont_07.utp and kas24aa_cont_07.utp.
 [Install] 	GFF FILE: kas24aa_cont_07.utp and kas24aa_cont_07.utp.
 [Install] 	GFF Check: 1_kas24aa_cont_07.utp.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\kas_m24aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_kas24aa_cont_07.utp kas24aa_cont_07.utp..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .utp and utp.
 [Install] 	GFF Check: Special_kas24aa_cont_07..utp  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "kas24aa_cont_07.utp" already exists in archive "kas_m24aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\kas24aa_cont_07.utp.
 [Install] 	GFF File result: True.
 [Install] 	GFF File kas24aa_cont_07.utp does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file kas24aa_cont_07.utp...
 [Install] 	Finished updating GFF file "kas24aa_cont_07.utp" in "modules\kas_m24aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "kas24aa_cont_07.utp" in archive "kas_m24aa.mod".
 [Install] 	GFF FILE: m23ad.git and m23ad.git.
 [Install] 	GFF FILE: m23ad.git and m23ad.git.
 [Install] 	GFF Check: 1_m23ad.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\kas_m23ad.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m23ad.git m23ad.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m23ad..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m23ad.git" already exists in archive "kas_m23ad.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m23ad.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m23ad.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m23ad.git...
 [Install] 	Finished updating GFF file "m23ad.git" in "modules\kas_m23ad.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m23ad.git" in archive "kas_m23ad.mod".
 [Install] 	GFF FILE: kas23_freyyr_01.dlg and kas23_freyyr_01.dlg.
 [Install] 	GFF FILE: kas23_freyyr_01.dlg and kas23_freyyr_01.dlg.
 [Install] 	GFF Check: 1_kas23_freyyr_01.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\kas_m23ad.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_kas23_freyyr_01.dlg kas23_freyyr_01.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_kas23_freyyr_01..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "kas23_freyyr_01.dlg" already exists in archive "kas_m23ad.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\kas23_freyyr_01.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File kas23_freyyr_01.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file kas23_freyyr_01.dlg...
 [Install] 	Finished updating GFF file "kas23_freyyr_01.dlg" in "modules\kas_m23ad.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "kas23_freyyr_01.dlg" in archive "kas_m23ad.mod".
 [Install] 	GFF FILE: m17ac.git and m17ac.git.
 [Install] 	GFF FILE: m17ac.git and m17ac.git.
 [Install] 	GFF Check: 1_m17ac.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tat_m17ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m17ac.git m17ac.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m17ac..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m17ac.git" already exists in archive "tat_m17ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m17ac.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m17ac.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m17ac.git...
 [Install] 	Added new field to GFF file m17ac.git...
